sample,strategy,total_pnl,trades,win_rate,profit_factor,avg_profit_per_trade,max_drawdown,raw_5m_sharpe,avg_entry_price,avg_one_loss_wipes_out_wins
TRAIN,CHEAP_LEADER_PULLBACK,26154.637877815992,5182,0.8363566190659977,4.0842733346481,5.047209162064047,-0.003496297658922898,0.6168560469140073,0.555784680494348,1.2511646461615324
TRAIN,LIVE_PRIORITY_PORTFOLIO,20481.601922890182,6132,0.7411937377690803,2.2905861325072596,3.3401177304126244,-0.004746162597308201,0.3962955719030133,0.5555402126042928,1.249925996099201
TRAIN,LIVE_ORB,20219.781349045606,6079,0.7404178318802435,2.2813549650852742,3.326168999678504,-0.004746162597308201,0.39300235414829177,0.5555397866538806,1.249923834832236
TRAIN,CONSENSUS_2_OF_3,15988.72787235082,3314,0.824381412190706,3.7472041017785007,4.824601047782401,-0.005198014572938892,0.429809358061063,0.5559828004416589,1.2521755453331442
TRAIN,LIVE_VWM,11409.289430855632,2739,0.7871485943775101,2.9569964718448807,4.165494498304364,-0.006154700620263576,0.33188770381845256,0.5556190717872255,1.250325388671786
TRAIN,LIVE_RENKO,11134.598048739572,1617,0.9400123685837971,12.478967060556268,6.88596045067383,-0.0022163871788429823,0.47063048817815767,0.5566495709906659,1.2555633252013532
TRAIN,OPEN_FLIP_VALUE,1873.295643142841,664,0.7123493975903614,1.9807830592370885,2.8212283782271674,-0.010034424547359588,0.10703628565667672,0.555568134147497,1.2500650789489203
TEST,CHEAP_LEADER_PULLBACK,10226.743210013716,2153,0.8197863446353925,3.6357585592818884,4.749996846267406,-0.004176478172490561,0.5656678342471745,0.5557508118767688,1.2509929582646246
TEST,LIVE_PRIORITY_PORTFOLIO,8102.134456393214,2615,0.7277246653919694,2.1379402326394947,3.0983305760585855,-0.007124933623654406,0.37952111332988164,0.5555191269782215,1.2498190326618555
TEST,LIVE_ORB,7886.181012981557,2579,0.7254749903063202,2.113867374714907,3.0578445184108345,-0.007182010486118662,0.3707325271072729,0.5555186686579454,1.2498167162247291
TEST,CONSENSUS_2_OF_3,6181.632068146075,1326,0.8152337858220211,3.52311512985554,4.661864304785877,-0.00498905228532609,0.4193373207301861,0.555931758643396,1.2519156245169618
TEST,LIVE_VWM,4369.867674372086,1082,0.7800369685767098,2.8360788547781905,4.038694708292138,-0.006395654713742149,0.31680889414468233,0.5555808305035727,1.2501313840347974
TEST,LIVE_RENKO,4166.596703258805,638,0.9200626959247649,9.16979745737021,6.5307158358288495,-0.0019379965031318669,0.4196688736840275,0.5565405734512533,1.2550081916097138
TEST,OPEN_FLIP_VALUE,968.2471019127606,328,0.7195121951219512,2.0524425020790864,2.9519728716852423,-0.006509593624473564,0.11972744908262858,0.5555120537283242,1.2497800210438814
