sample,strategy,total_pnl,trades,win_rate,profit_factor,avg_profit_per_trade,max_drawdown,raw_5m_sharpe,avg_entry_price,avg_one_loss_wipes_out_wins
TRAIN,CHEAP_LEADER_PULLBACK,30603.374499651472,5182,0.8363566190659977,4.608888502317383,5.905707159330646,-0.0033263709083880544,0.6602289829624806,0.525784680494348,1.108750092142926
TRAIN,LIVE_PRIORITY_PORTFOLIO,25150.537710190096,6132,0.7411937377690803,2.5847849848891027,4.101522783788333,-0.00431290393619288,0.45150705151141945,0.5255402126042928,1.1076631917080162
TRAIN,LIVE_ORB,24843.528836438825,6079,0.7404178318802435,2.5743681138427625,4.086778884099161,-0.004318520662472736,0.4480099083335568,0.5255397866538806,1.1076612953909248
TRAIN,CONSENSUS_2_OF_3,18790.276748714583,3314,0.824381412190706,4.228569888095287,5.669968843909045,-0.004542066542079115,0.46252346462067245,0.5259828004416589,1.1096367481589373
TRAIN,LIVE_VWM,13623.525516414418,2739,0.7871485943775101,3.3367968295736548,4.973904898289306,-0.005470273873914744,0.3644685494625069,0.5256190717872254,1.1080136631251865
TRAIN,LIVE_RENKO,12689.881163660102,1617,0.9400123685837971,14.082351715113514,7.847792927433587,-0.002088408661674035,0.4790327500393057,0.5266495709906658,1.1126089568173203
TRAIN,OPEN_FLIP_VALUE,2359.213211574217,664,0.7123493975903614,2.235190163127862,3.553031945141893,-0.007378287579306919,0.12492684295120504,0.5255681341474969,1.1077853681311107
TEST,CHEAP_LEADER_PULLBACK,12038.699051113785,2153,0.8197863446353925,4.102757487400458,5.591592685143419,-0.003944804324773177,0.6181460701837808,0.5257508118767688,1.1085994426562715
TEST,LIVE_PRIORITY_PORTFOLIO,10057.22024356958,2615,0.7277246653919694,2.412530933085614,3.8459733245007928,-0.006175211796900282,0.44207535919550844,0.5255191269782215,1.1075693397464716
TEST,LIVE_ORB,9808.392739906398,2579,0.7254749903063202,2.385366206201468,3.8031767118675432,-0.006228240226691106,0.4326374177631897,0.5255186686579454,1.1075673067766991
TEST,CONSENSUS_2_OF_3,7290.424993291428,1326,0.8152337858220211,3.975683670731196,5.498058064322345,-0.004984456371310064,0.4556297393451334,0.5259317586433959,1.1094087438640685
TEST,LIVE_VWM,5236.8149732539205,1082,0.7800369685767098,3.20034242573694,4.8399399013437305,-0.006092652153704692,0.35075959968061987,0.5255808305035726,1.1078434403224806
TEST,LIVE_RENKO,4767.455803912595,638,0.9200626959247649,10.34795255669136,7.472501260051088,-0.0019286326773799711,0.4326831390516723,0.5265405734512532,1.112121994448266
TEST,OPEN_FLIP_VALUE,1210.7623952101985,328,0.7195121951219512,2.3160460817502164,3.691348765884753,-0.0060642496691381,0.13884115098654043,0.5255120537283242,1.1075352842749389
