sample,opportunities,wins,losses,win_rate,break_even_1c_no_fee,break_even_1c_0_2pct_taker_fee
completed actual-orderbook sample Apr13-16 partial + May14 full,902,9,893,0.009977827050997782,0.01,0.01002
