window_start,LIVE_ORB,LIVE_VWM,LIVE_RENKO,CONSENSUS_2_OF_3,CHEAP_LEADER_PULLBACK,OPEN_FLIP_VALUE,LIVE_PRIORITY_PORTFOLIO
2026-03-26 03:05:00+00:00,10009.78718704991,10009.78718704991,10000.0,10009.78718704991,10009.785776272052,10000.0,10009.78718704991
2026-03-26 03:10:00+00:00,10019.586305566427,10019.586313525466,10000.0,10019.586305566427,10019.554219179594,10000.0,10019.586305566427
2026-03-26 03:15:00+00:00,10029.362208360772,10029.36221631981,10000.0,10029.362208360772,10029.327636605922,10000.0,10029.362208360772
2026-03-26 03:20:00+00:00,10039.108489699716,10039.108497658755,10009.702963264455,10039.065171625227,10039.068618162846,10000.0,10039.108489699716
2026-03-26 03:25:00+00:00,10048.865746634898,10048.865754593937,10019.45706370218,10048.819272062954,10048.821617053101,10000.0,10048.865746634898
2026-03-26 03:30:00+00:00,10058.659795924365,10058.659803883404,10019.45706370218,10058.613321352419,10058.581949337418,10000.0,10058.659795924365
2026-03-26 03:35:00+00:00,10068.45229915833,10068.45233346635,10019.45706370218,10068.405824586385,10068.354534702707,10000.0,10068.45229915833
2026-03-26 03:40:00+00:00,10058.45229915833,10058.45233346635,10019.45706370218,10058.405824586385,10058.354534702707,10000.0,10058.45229915833
2026-03-26 03:45:00+00:00,10068.240543460266,10068.240615950253,10019.45706370218,10068.194068888322,10068.141510797706,10000.0,10068.240543460266
2026-03-26 03:50:00+00:00,10058.240543460266,10058.240615950253,10019.45706370218,10058.194068888322,10077.924984082298,10000.0,10058.240543460266
2026-03-26 03:55:00+00:00,10048.240543460266,10048.240615950253,10019.45706370218,10048.194068888322,10077.924984082298,10000.0,10048.240543460266
2026-03-26 04:00:00+00:00,10058.02650305504,10048.240615950253,10019.45706370218,10048.194068888322,10087.709415944431,10000.0,10058.02650305504
2026-03-26 04:05:00+00:00,10048.02650305504,10038.240615950253,10019.45706370218,10038.194068888322,10087.709415944431,10000.0,10048.02650305504
2026-03-26 04:10:00+00:00,10057.798275886562,10048.012388781775,10019.45706370218,10047.965841719844,10097.478310451741,10000.0,10057.798275886562
2026-03-26 04:15:00+00:00,10067.587705980244,10057.801853763343,10019.45706370218,10057.755271813527,10107.266581744288,10000.0,10067.587705980244
2026-03-26 04:20:00+00:00,10077.3678482516,10067.581996034698,10019.45706370218,10067.535414084883,10117.04464221153,10000.0,10077.3678482516
2026-03-26 04:25:00+00:00,10087.16725138755,10077.381406338192,10019.45706370218,10077.334817220832,10126.830712109322,10000.0,10087.16725138755
2026-03-26 04:30:00+00:00,10096.940787040423,10087.154941991066,10019.45706370218,10087.108352873705,10136.60153714419,10000.0,10096.940787040423
