sample,strategy,trades,wins,losses,win_rate,total_pnl,avg_pnl,max_drawdown,raw_sharpe,profit_factor,avg_win,avg_loss,payoff_ratio
TRAIN,base,350,350,0,1.0,3401.1697182734097,9.71762776649545,0.0,11.838743604441786,inf,9.71762776649545,0,inf
TRAIN,reversal_filter,350,350,0,1.0,3401.1697182734097,9.71762776649545,0.0,11.838743604441786,inf,9.71762776649545,0,inf
TRAIN,opposite_hedge,350,350,0,1.0,3401.1697182734097,9.71762776649545,0.0,11.838743604441786,inf,9.71762776649545,0,inf
TRAIN,multi_filter,93,93,0,1.0,900.3292382541385,9.680959551119777,0.0,39.78737404229948,inf,9.680959551119777,0,inf
TEST,base,150,150,0,1.0,1454.4314563411172,9.696209708940785,0.0,25.28946882973777,inf,9.696209708940785,0,inf
TEST,reversal_filter,150,150,0,1.0,1454.4314563411172,9.696209708940785,0.0,25.28946882973777,inf,9.696209708940785,0,inf
TEST,opposite_hedge,150,150,0,1.0,1454.4314563411172,9.696209708940785,0.0,25.28946882973777,inf,9.696209708940785,0,inf
TEST,multi_filter,46,46,0,1.0,443.5620931280955,9.642654198436857,0.0,62.021485471374525,inf,9.642654198436857,0,inf
