window_start,pattern,side,entry_idx,entry_price,exit_price,exit_type,pnl,outcome
2026-03-26 07:40:00+00:00,chop_up_first,DOWN,150,0.505604249002796,1.0,settlement,971.8758168436219,1
2026-03-26 07:55:00+00:00,trend_down,DOWN,150,0.5055195963149349,1.0,settlement,972.2063557477868,1
2026-03-26 08:05:00+00:00,chop_down_first,UP,150,0.5055088412807001,0.0,settlement,-1002.0,0
2026-03-26 08:20:00+00:00,trend_down,DOWN,150,0.5060386978889148,1.0,settlement,970.1811872559206,1
2026-03-26 08:45:00+00:00,chop_down_first,UP,150,0.5059218520296238,1.0,settlement,970.6366750048246,1
2026-03-26 08:50:00+00:00,trend_down,DOWN,150,0.5053534221808491,1.0,settlement,972.8555292118891,1
2026-03-26 09:05:00+00:00,trend_up,UP,150,0.5052982610113278,1.0,settlement,973.0711154290451,1
2026-03-26 09:15:00+00:00,chop_up_first,DOWN,150,0.5061441781704289,1.0,settlement,969.7701853402597,1
2026-03-26 09:20:00+00:00,trend_up,UP,150,0.5055239682695989,0.0,settlement,-1002.0,0
2026-03-26 09:30:00+00:00,chop_up_first,DOWN,150,0.5090545514459289,1.0,settlement,958.4971552955581,1
2026-03-26 09:35:00+00:00,trend_up,UP,150,0.5047805423176821,0.0,settlement,-1002.0,0
2026-03-26 09:40:00+00:00,chop_up_first,DOWN,150,0.5052702850212087,1.0,settlement,973.1804718896321,1
2026-03-26 09:45:00+00:00,chop_up_first,DOWN,150,0.505619470998952,1.0,settlement,971.8163920551798,1
2026-03-26 09:50:00+00:00,trend_up,UP,150,0.5057590797825452,1.0,settlement,971.2715434967522,1
2026-03-26 10:05:00+00:00,trend_up,UP,150,0.5050625599854928,0.0,settlement,-1002.0,0
2026-03-26 10:10:00+00:00,chop_down_first,UP,150,0.5056501151531625,1.0,settlement,971.6967719224264,1
2026-03-26 10:20:00+00:00,chop_down_first,UP,150,0.5055163643071198,1.0,settlement,972.2189777929292,1
2026-03-26 10:45:00+00:00,chop_up_first,DOWN,150,0.5058007312550128,1.0,settlement,971.1090493359369,1
2026-03-26 11:00:00+00:00,chop_down_first,UP,150,0.5060342247879495,1.0,settlement,970.1986203960923,1
2026-03-26 11:05:00+00:00,trend_down,DOWN,150,0.5059542752494718,1.0,settlement,970.5102619360503,1
2026-03-26 11:10:00+00:00,trend_down,DOWN,150,0.505726821799286,1.0,settlement,971.3974093944507,1
2026-03-26 11:15:00+00:00,chop_up_first,DOWN,150,0.5054763200642151,1.0,settlement,972.3753770170981,1
2026-03-26 11:25:00+00:00,chop_up_first,DOWN,150,0.5050837380645128,0.0,settlement,-1002.0,0
2026-03-26 11:30:00+00:00,chop_up_first,DOWN,150,0.5058803532235666,1.0,settlement,970.7984960090912,1
2026-03-26 11:55:00+00:00,trend_down,DOWN,150,0.5060292911973894,1.0,settlement,970.2178485725348,1
2026-03-26 12:00:00+00:00,trend_up,UP,150,0.5061921250608339,1.0,settlement,969.5834178180091,1
2026-03-26 12:05:00+00:00,trend_up,UP,150,0.5059700818535645,1.0,settlement,970.4486403305492,1
2026-03-26 12:30:00+00:00,chop_down_first,UP,150,0.5050777823714799,0.0,settlement,-1002.0,0
2026-03-26 13:10:00+00:00,trend_up,UP,150,0.5053401488375155,1.0,settlement,972.9074010758875,1
2026-03-26 13:15:00+00:00,trend_up,UP,150,0.5053343138473231,0.0,settlement,-1002.0,0
2026-03-26 13:25:00+00:00,chop_up_first,DOWN,150,0.505475161955648,1.0,settlement,972.3799005648624,1
2026-03-26 13:35:00+00:00,chop_down_first,UP,150,0.5065912297227344,1.0,settlement,968.0301573444561,1
2026-03-26 13:45:00+00:00,chop_up_first,DOWN,150,0.5056621052498872,1.0,settlement,971.6499722612398,1
2026-03-26 13:50:00+00:00,chop_down_first,UP,150,0.5078070496065534,1.0,settlement,963.3134015631446,1
2026-03-26 13:55:00+00:00,chop_up_first,DOWN,150,0.506728174148375,1.0,settlement,967.4977522757116,1
2026-03-26 14:00:00+00:00,trend_down,DOWN,150,0.5053900529378622,0.0,settlement,-1002.0,0
2026-03-26 14:05:00+00:00,chop_down_first,UP,150,0.5050134853700263,0.0,settlement,-1002.0,0
2026-03-26 14:10:00+00:00,chop_up_first,DOWN,150,0.5051666639682113,1.0,settlement,973.5856258614905,1
2026-03-26 14:25:00+00:00,chop_down_first,UP,150,0.5066238414839908,1.0,settlement,967.9033450077708,1
2026-03-26 14:35:00+00:00,chop_up_first,DOWN,150,0.505624715387629,1.0,settlement,971.7959194397755,1
2026-03-26 14:45:00+00:00,chop_up_first,DOWN,150,0.5054701059239248,1.0,settlement,972.3996495614774,1
2026-03-26 14:55:00+00:00,chop_down_first,UP,150,0.504967220089757,1.0,settlement,974.36591108351,1
2026-03-26 15:00:00+00:00,chop_up_first,DOWN,150,0.505367873936654,1.0,settlement,972.7990552424696,1
2026-03-26 15:05:00+00:00,chop_up_first,DOWN,150,0.5062398896411577,1.0,settlement,969.39739562487,1
2026-03-26 15:10:00+00:00,chop_up_first,DOWN,150,0.5064485836041334,1.0,settlement,968.5850353016069,1
2026-03-26 15:15:00+00:00,chop_up_first,DOWN,150,0.5068535845774454,1.0,settlement,967.0104408199348,1
2026-03-26 15:35:00+00:00,chop_up_first,DOWN,150,0.5060277133455361,1.0,settlement,970.2239981716682,1
2026-03-26 15:40:00+00:00,chop_up_first,DOWN,150,0.5060023697178634,1.0,settlement,970.3227789554908,1
2026-03-26 15:45:00+00:00,chop_down_first,UP,150,0.5063412101691767,1.0,settlement,969.0029125746103,1
2026-03-26 16:15:00+00:00,chop_up_first,DOWN,150,0.5060148618414863,0.0,settlement,-1002.0,0
2026-03-26 16:20:00+00:00,chop_up_first,DOWN,150,0.5060987406584444,0.0,settlement,-1002.0,0
2026-03-26 16:25:00+00:00,chop_up_first,DOWN,150,0.5052040854785407,1.0,settlement,973.4392901527547,1
2026-03-26 16:35:00+00:00,chop_up_first,DOWN,150,0.5058728811619154,1.0,settlement,970.8276354876765,1
2026-03-26 16:40:00+00:00,trend_up,UP,150,0.5053624204578119,1.0,settlement,972.8203657404991,1
2026-03-26 16:45:00+00:00,chop_up_first,DOWN,150,0.5049553851392753,1.0,settlement,974.4122323890746,1
2026-03-26 17:00:00+00:00,chop_down_first,UP,150,0.5053566738739086,1.0,settlement,972.8428220995665,1
2026-03-26 17:05:00+00:00,chop_up_first,DOWN,150,0.5058317021758868,1.0,settlement,970.9882403712558,1
2026-03-26 17:15:00+00:00,chop_down_first,UP,150,0.5056350507508158,1.0,settlement,971.7555743378017,1
2026-03-26 17:25:00+00:00,trend_up,UP,150,0.5051440558468164,1.0,settlement,973.6740447573252,1
2026-03-26 17:30:00+00:00,trend_down,DOWN,150,0.5048314504540132,0.0,settlement,-1002.0,0
2026-03-26 17:35:00+00:00,chop_up_first,DOWN,150,0.5059950280143056,1.0,settlement,970.3513962508429,1
2026-03-26 17:50:00+00:00,chop_up_first,DOWN,150,0.5042895418893474,0.0,settlement,-1002.0,0
2026-03-26 17:55:00+00:00,chop_up_first,DOWN,150,0.5072519726212145,1.0,settlement,965.4640097363346,1
2026-03-26 18:00:00+00:00,chop_up_first,DOWN,150,0.5051323220340443,1.0,settlement,973.7199380576125,1
2026-03-26 18:10:00+00:00,chop_down_first,UP,150,0.5055644298654357,1.0,settlement,972.031282749924,1
2026-03-26 18:15:00+00:00,trend_up,UP,150,0.5043975561711939,0.0,settlement,-1002.0,0
2026-03-26 18:20:00+00:00,chop_down_first,UP,150,0.5060188954242787,1.0,settlement,970.2583662873157,1
2026-03-26 18:25:00+00:00,chop_up_first,DOWN,150,0.505960796822419,1.0,settlement,970.4848372991154,1
2026-03-26 18:30:00+00:00,chop_down_first,UP,150,0.504843496693543,1.0,settlement,974.8502645599486,1
2026-03-26 18:45:00+00:00,trend_up,UP,150,0.50584202987465,1.0,settlement,970.9479581744306,1
2026-03-26 18:55:00+00:00,trend_down,DOWN,150,0.5050564424209271,0.0,settlement,-1002.0,0
2026-03-26 19:15:00+00:00,chop_up_first,DOWN,150,0.5049560667055523,0.0,settlement,-1002.0,0
2026-03-26 19:20:00+00:00,trend_up,UP,150,0.5057612284924382,1.0,settlement,971.2631601177023,1
2026-03-26 19:30:00+00:00,chop_up_first,DOWN,150,0.5056839888190243,1.0,settlement,971.5645621897814,1
2026-03-26 19:35:00+00:00,chop_down_first,UP,150,0.5066297610342965,1.0,settlement,967.8803283142304,1
2026-03-26 20:10:00+00:00,chop_down_first,UP,150,0.5130429218929666,1.0,settlement,943.2563468134296,1
2026-03-26 20:15:00+00:00,chop_down_first,UP,150,0.5052067162650502,0.0,settlement,-1002.0,0
2026-03-26 20:25:00+00:00,chop_up_first,DOWN,150,0.5055034198002325,1.0,settlement,972.2695319339183,1
2026-03-26 20:30:00+00:00,trend_up,UP,150,0.5053122340803005,0.0,settlement,-1002.0,0
2026-03-26 20:40:00+00:00,chop_up_first,DOWN,150,0.5051225059043071,1.0,settlement,973.7583325520366,1
2026-03-26 21:05:00+00:00,trend_up,UP,150,0.5051008153581145,0.0,settlement,-1002.0,0
2026-03-26 21:15:00+00:00,chop_up_first,DOWN,150,0.5049434047168263,0.0,settlement,-1002.0,0
2026-03-26 21:25:00+00:00,trend_down,DOWN,150,0.5052886001433314,0.0,settlement,-1002.0,0
2026-03-26 21:40:00+00:00,chop_down_first,UP,150,0.5052480699396046,1.0,settlement,973.2673179321537,1
2026-03-26 21:50:00+00:00,chop_up_first,DOWN,150,0.5057839000842933,1.0,settlement,971.1747092655077,1
2026-03-26 21:55:00+00:00,trend_down,DOWN,150,0.505613286127783,1.0,settlement,971.8405365949516,1
2026-03-26 22:05:00+00:00,trend_up,UP,150,0.5047109827774162,0.0,settlement,-1002.0,0
2026-03-26 22:20:00+00:00,trend_down,DOWN,150,0.5049264725438436,1.0,settlement,974.5254037326038,1
2026-03-26 22:25:00+00:00,chop_up_first,DOWN,150,0.5039526460825557,0.0,settlement,-1002.0,0
2026-03-26 22:30:00+00:00,trend_down,DOWN,150,0.5057045757299775,0.0,settlement,-1002.0,0
2026-03-26 22:50:00+00:00,trend_up,UP,150,0.5055315637177507,1.0,settlement,972.1596205399456,1
2026-03-26 22:55:00+00:00,trend_up,UP,150,0.5055137691082502,1.0,settlement,972.2291130081747,1
2026-03-26 23:05:00+00:00,trend_down,DOWN,150,0.5057119852564775,1.0,settlement,971.4553047894507,1
2026-03-26 23:30:00+00:00,trend_up,UP,150,0.5052918056842972,0.0,settlement,-1002.0,0
2026-03-26 23:35:00+00:00,trend_up,UP,150,0.505703014287819,0.0,settlement,-1002.0,0
2026-03-26 23:45:00+00:00,trend_up,UP,150,0.5051839678186061,1.0,settlement,973.5179569719578,1
2026-03-27 00:05:00+00:00,chop_down_first,UP,150,0.505876668559064,1.0,settlement,970.81286532288,1
2026-03-27 00:15:00+00:00,trend_down,DOWN,150,0.5048493766018334,1.0,settlement,974.8272404684113,1
2026-03-27 00:20:00+00:00,trend_up,UP,150,0.5032019236150834,0.0,settlement,-1002.0,0
2026-03-27 00:50:00+00:00,chop_down_first,UP,150,0.5062231365996415,1.0,settlement,969.4626374125842,1
2026-03-27 01:00:00+00:00,trend_down,DOWN,150,0.5052667441910582,1.0,settlement,973.1943136448,1
2026-03-27 01:15:00+00:00,trend_up,UP,150,0.5058874130414286,1.0,settlement,970.7709649859798,1
2026-03-27 01:30:00+00:00,trend_up,UP,150,0.505059637022385,0.0,settlement,-1002.0,0
2026-03-27 01:55:00+00:00,trend_up,UP,150,0.5052558050441533,1.0,settlement,973.2370780040551,1
2026-03-27 02:10:00+00:00,trend_down,DOWN,150,0.5056643804479825,1.0,settlement,971.641091974569,1
2026-03-27 02:15:00+00:00,chop_up_first,DOWN,150,0.5055954678864673,1.0,settlement,971.9100988620876,1
2026-03-27 02:25:00+00:00,chop_up_first,DOWN,150,0.5052588510345196,0.0,settlement,-1002.0,0
2026-03-27 02:30:00+00:00,trend_up,UP,150,0.5054768727759874,0.0,settlement,-1002.0,0
2026-03-27 02:40:00+00:00,chop_up_first,DOWN,150,0.5051317919555741,1.0,settlement,973.7220113513923,1
2026-03-27 03:05:00+00:00,trend_down,DOWN,150,0.5061784919752548,1.0,settlement,969.6365191763,1
2026-03-27 03:10:00+00:00,trend_down,DOWN,150,0.5043522974892647,0.0,settlement,-1002.0,0
2026-03-27 03:15:00+00:00,trend_up,UP,150,0.5055992581322372,1.0,settlement,971.8953013633135,1
2026-03-27 03:25:00+00:00,trend_up,UP,150,0.5055374323092444,1.0,settlement,972.1367032728632,1
2026-03-27 03:35:00+00:00,trend_up,UP,150,0.505219239157982,1.0,settlement,973.380038304372,1
2026-03-27 04:00:00+00:00,chop_up_first,DOWN,150,0.5062987075821695,1.0,settlement,969.1683736384613,1
2026-03-27 04:05:00+00:00,chop_up_first,DOWN,150,0.5068273089275853,1.0,settlement,967.112521011753,1
2026-03-27 04:15:00+00:00,chop_up_first,DOWN,150,0.5046276308394007,0.0,settlement,-1002.0,0
2026-03-27 04:20:00+00:00,chop_down_first,UP,150,0.5054664410396681,0.0,settlement,-1002.0,0
2026-03-27 04:25:00+00:00,trend_down,DOWN,150,0.5047153498706229,0.0,settlement,-1002.0,0
2026-03-27 05:10:00+00:00,trend_down,DOWN,150,0.5049998632334814,0.0,settlement,-1002.0,0
2026-03-27 05:25:00+00:00,chop_up_first,DOWN,150,0.5052791515717905,1.0,settlement,973.1458117665941,1
2026-03-27 05:35:00+00:00,trend_up,UP,150,0.5055900470152063,0.0,settlement,-1002.0,0
2026-03-27 06:05:00+00:00,chop_down_first,UP,150,0.5062157639507587,1.0,settlement,969.4913502714996,1
2026-03-27 06:10:00+00:00,trend_down,DOWN,150,0.505661677937337,0.0,settlement,-1002.0,0
2026-03-27 06:45:00+00:00,trend_up,UP,150,0.5047383190709351,1.0,settlement,975.262201603803,1
2026-03-27 07:00:00+00:00,trend_up,UP,150,0.5052138987604966,1.0,settlement,973.4009191918832,1
2026-03-27 07:05:00+00:00,trend_down,DOWN,150,0.5056932212101789,1.0,settlement,971.5285310166456,1
2026-03-27 07:10:00+00:00,chop_down_first,UP,150,0.5078192219438618,1.0,settlement,963.2662933470576,1
2026-03-27 07:20:00+00:00,trend_down,DOWN,150,0.5056434122346429,1.0,settlement,971.7229356740434,1
2026-03-27 07:45:00+00:00,trend_up,UP,150,0.5050324898456374,1.0,settlement,974.1104880698616,1
2026-03-27 07:50:00+00:00,chop_up_first,DOWN,150,0.505598701837891,1.0,settlement,971.8974731782173,1
2026-03-27 07:55:00+00:00,chop_up_first,DOWN,150,0.5054776378701262,1.0,settlement,972.3702297200709,1
2026-03-27 08:00:00+00:00,trend_up,UP,150,0.5054574213023353,1.0,settlement,972.4491977753637,1
2026-03-27 08:05:00+00:00,trend_up,UP,150,0.5050194828689287,0.0,settlement,-1002.0,0
2026-03-27 08:10:00+00:00,chop_down_first,UP,150,0.5054944765882551,1.0,settlement,972.3044607249186,1
2026-03-27 08:15:00+00:00,chop_up_first,DOWN,150,0.5065430150510629,1.0,settlement,968.2176722334133,1
2026-03-27 08:20:00+00:00,chop_down_first,UP,150,0.5055830142716136,1.0,settlement,971.9587205828202,1
2026-03-27 08:35:00+00:00,chop_up_first,DOWN,150,0.5073892902793825,1.0,settlement,964.9315437274479,1
2026-03-27 08:40:00+00:00,chop_down_first,UP,150,0.5061235100069117,1.0,settlement,969.8507049521788,1
2026-03-27 08:45:00+00:00,chop_up_first,DOWN,150,0.5057460168980845,0.0,settlement,-1002.0,0
2026-03-27 08:50:00+00:00,chop_down_first,UP,150,0.5061834798168818,1.0,settlement,969.6170910220914,1
2026-03-27 09:00:00+00:00,trend_down,DOWN,150,0.5057807933362686,1.0,settlement,971.1868294502027,1
2026-03-27 09:05:00+00:00,chop_up_first,DOWN,150,0.5054812882278963,1.0,settlement,972.3559717091874,1
2026-03-27 09:15:00+00:00,trend_down,DOWN,150,0.5052227692646786,0.0,settlement,-1002.0,0
2026-03-27 09:25:00+00:00,trend_up,UP,150,0.5052826474138162,1.0,settlement,973.132146548184,1
2026-03-27 09:30:00+00:00,chop_up_first,DOWN,150,0.505147458135401,1.0,settlement,973.6607381215282,1
2026-03-27 09:45:00+00:00,trend_up,UP,150,0.506186710901497,1.0,settlement,969.6045058207957,1
2026-03-27 09:50:00+00:00,trend_up,UP,150,0.5057501291667322,1.0,settlement,971.3064658713834,1
2026-03-27 09:55:00+00:00,chop_up_first,DOWN,150,0.5066537974881984,1.0,settlement,967.7868740897903,1
2026-03-27 10:00:00+00:00,chop_up_first,DOWN,150,0.503587279139651,0.0,settlement,-1002.0,0
2026-03-27 10:05:00+00:00,chop_down_first,UP,150,0.5057103059068696,1.0,settlement,971.4618581884097,1
2026-03-27 10:15:00+00:00,chop_down_first,UP,150,0.5057876414673155,1.0,settlement,971.1601134119285,1
2026-03-27 10:25:00+00:00,chop_down_first,UP,150,0.5055380718691415,1.0,settlement,972.1342057781403,1
2026-03-27 10:35:00+00:00,chop_up_first,DOWN,150,0.5078303243325893,1.0,settlement,963.2233279129423,1
2026-03-27 10:40:00+00:00,chop_up_first,DOWN,150,0.5032190979366616,1.0,settlement,981.2315667113545,1
2026-03-27 10:45:00+00:00,chop_down_first,UP,150,0.5054475833508418,0.0,settlement,-1002.0,0
2026-03-27 10:50:00+00:00,trend_up,UP,150,0.5048264939929884,0.0,settlement,-1002.0,0
2026-03-27 10:55:00+00:00,chop_down_first,UP,150,0.5057169681796877,1.0,settlement,971.4358599678186,1
2026-03-27 11:00:00+00:00,chop_down_first,UP,150,0.505533214429628,1.0,settlement,972.1531743389043,1
2026-03-27 11:05:00+00:00,chop_down_first,UP,150,0.505619889582241,0.0,settlement,-1002.0,0
2026-03-27 11:20:00+00:00,chop_up_first,DOWN,150,0.5053353885774575,1.0,settlement,972.9260047063322,1
2026-03-27 11:25:00+00:00,chop_down_first,UP,150,0.5056194760807242,1.0,settlement,971.8163722171676,1
2026-03-27 11:30:00+00:00,chop_up_first,DOWN,150,0.5060566984606457,1.0,settlement,970.1110362451037,1
2026-03-27 11:45:00+00:00,chop_down_first,UP,150,0.5061202087569959,1.0,settlement,969.8635666634109,1
2026-03-27 11:50:00+00:00,chop_up_first,DOWN,150,0.5063350451416785,1.0,settlement,969.026911085619,1
2026-03-27 11:55:00+00:00,chop_up_first,DOWN,150,0.5058527302307418,1.0,settlement,970.9062241984303,1
2026-03-27 12:00:00+00:00,chop_up_first,DOWN,150,0.5055418570069898,1.0,settlement,972.1194248653504,1
2026-03-27 12:05:00+00:00,trend_up,UP,150,0.5066930191422089,1.0,settlement,967.6343985349055,1
2026-03-27 12:10:00+00:00,chop_down_first,UP,150,0.5062935507341234,1.0,settlement,969.1884509547958,1
2026-03-27 12:25:00+00:00,chop_up_first,DOWN,150,0.5054946217378928,1.0,settlement,972.3038938156678,1
2026-03-27 12:30:00+00:00,chop_down_first,UP,150,0.5059257242724672,0.0,settlement,-1002.0,0
2026-03-27 12:35:00+00:00,chop_down_first,UP,150,0.5071416519769497,1.0,settlement,965.892000409701,1
2026-03-27 12:50:00+00:00,chop_down_first,UP,150,0.5056603371018858,1.0,settlement,971.6568735445672,1
2026-03-27 13:00:00+00:00,chop_down_first,UP,150,0.5052229616847391,1.0,settlement,973.3654835323091,1
2026-03-27 13:15:00+00:00,trend_down,DOWN,150,0.505270197761225,0.0,settlement,-1002.0,0
2026-03-27 13:20:00+00:00,trend_up,UP,150,0.504505122750764,1.0,settlement,976.17614726785,1
2026-03-27 13:25:00+00:00,trend_up,UP,150,0.50529642449515,1.0,settlement,973.0782938888165,1
2026-03-27 13:30:00+00:00,chop_up_first,DOWN,150,0.5074263713861212,1.0,settlement,964.78780662068,1
2026-03-27 13:35:00+00:00,chop_up_first,DOWN,150,0.5044392945684284,0.0,settlement,-1002.0,0
2026-03-27 13:45:00+00:00,chop_down_first,UP,150,0.5055317803869711,0.0,settlement,-1002.0,0
2026-03-27 13:50:00+00:00,trend_down,DOWN,150,0.505558061211746,1.0,settlement,972.0561501639306,1
2026-03-27 13:55:00+00:00,chop_up_first,DOWN,150,0.5057695851399974,0.0,settlement,-1002.0,0
2026-03-27 14:00:00+00:00,chop_up_first,DOWN,150,0.5053420090104088,0.0,settlement,-1002.0,0
2026-03-27 14:15:00+00:00,chop_up_first,DOWN,150,0.5061584836385243,1.0,settlement,969.7144575467134,1
2026-03-27 14:20:00+00:00,chop_up_first,DOWN,150,0.5077579786628825,1.0,settlement,963.5033341437762,1
2026-03-27 14:25:00+00:00,chop_up_first,DOWN,150,0.5068419047313638,1.0,settlement,967.0558154005827,1
2026-03-27 14:35:00+00:00,chop_down_first,UP,150,0.5047431883733966,0.0,settlement,-1002.0,0
2026-03-27 14:50:00+00:00,chop_up_first,DOWN,150,0.5051851212684954,1.0,settlement,973.5134464254813,1
2026-03-27 14:55:00+00:00,chop_down_first,UP,150,0.5059295761844856,1.0,settlement,970.6065582615444,1
2026-03-27 15:00:00+00:00,chop_up_first,DOWN,150,0.5052818178010245,1.0,settlement,973.1353894808134,1
2026-03-27 15:05:00+00:00,chop_up_first,DOWN,150,0.506011273097381,0.0,settlement,-1002.0,0
2026-03-27 15:10:00+00:00,trend_down,DOWN,150,0.504821585299359,0.0,settlement,-1002.0,0
2026-03-27 15:20:00+00:00,chop_up_first,DOWN,150,0.5063686689189776,0.0,settlement,-1002.0,0
2026-03-27 15:25:00+00:00,chop_down_first,UP,150,0.5056779584826018,1.0,settlement,971.5880974419354,1
2026-03-27 15:30:00+00:00,chop_down_first,UP,150,0.5056635006052488,1.0,settlement,971.644526064179,1
2026-03-27 15:35:00+00:00,chop_down_first,UP,150,0.5061906964269322,0.0,settlement,-1002.0,0
2026-03-27 15:45:00+00:00,chop_up_first,DOWN,150,0.5057300145800229,1.0,settlement,971.3849509184787,1
2026-03-27 15:50:00+00:00,chop_up_first,DOWN,150,0.506336755960315,1.0,settlement,969.0202513487287,1
2026-03-27 16:00:00+00:00,chop_up_first,DOWN,150,0.5043306324941467,1.0,settlement,976.8605642779054,1
2026-03-27 16:05:00+00:00,chop_up_first,DOWN,150,0.5058031925328533,1.0,settlement,971.0994480331935,1
2026-03-27 16:10:00+00:00,chop_down_first,UP,150,0.5060095435638803,1.0,settlement,970.2948167557818,1
2026-03-27 16:15:00+00:00,chop_up_first,DOWN,150,0.505239244302812,0.0,settlement,-1002.0,0
2026-03-27 16:25:00+00:00,chop_down_first,UP,150,0.5062183939910775,1.0,settlement,969.4811074557487,1
2026-03-27 16:30:00+00:00,trend_up,UP,150,0.5052576929812843,1.0,settlement,973.2296973674536,1
2026-03-27 16:35:00+00:00,chop_up_first,DOWN,150,0.5070773690361278,1.0,settlement,966.1414729610925,1
2026-03-27 16:40:00+00:00,trend_up,UP,150,0.5057206889699778,1.0,settlement,971.4213406073375,1
2026-03-27 16:45:00+00:00,chop_down_first,UP,150,0.5047940526871784,0.0,settlement,-1002.0,0
2026-03-27 16:50:00+00:00,chop_up_first,DOWN,150,0.5060353596743792,0.0,settlement,-1002.0,0
2026-03-27 16:55:00+00:00,chop_down_first,UP,150,0.505721923079823,1.0,settlement,971.416524880366,1
2026-03-27 17:00:00+00:00,trend_down,DOWN,150,0.504874619466655,0.0,settlement,-1002.0,0
2026-03-27 17:05:00+00:00,chop_down_first,UP,150,0.5072373483024756,1.0,settlement,965.5207343069562,1
2026-03-27 17:10:00+00:00,trend_up,UP,150,0.5052986171615915,1.0,settlement,973.0697233371716,1
2026-03-27 17:20:00+00:00,chop_up_first,DOWN,150,0.5050625342919669,1.0,settlement,973.9929360016149,1
2026-03-27 17:25:00+00:00,trend_down,DOWN,150,0.5050965599187681,1.0,settlement,973.8598240314739,1
2026-03-27 17:35:00+00:00,chop_up_first,DOWN,150,0.5052893294397793,1.0,settlement,973.1060270884708,1
2026-03-27 17:40:00+00:00,chop_up_first,DOWN,150,0.5066521889708592,1.0,settlement,967.7931277612646,1
2026-03-27 17:55:00+00:00,chop_up_first,DOWN,150,0.50555158896294,1.0,settlement,972.0814227233286,1
2026-03-27 18:05:00+00:00,chop_down_first,UP,150,0.5050891421225092,0.0,settlement,-1002.0,0
2026-03-27 18:10:00+00:00,chop_down_first,UP,150,0.5051439694213785,0.0,settlement,-1002.0,0
2026-03-27 18:15:00+00:00,chop_down_first,UP,150,0.5060497040054794,1.0,settlement,970.1382941253412,1
2026-03-27 18:20:00+00:00,trend_down,DOWN,150,0.5056323369905297,1.0,settlement,971.7661676070614,1
2026-03-27 18:30:00+00:00,chop_up_first,DOWN,150,0.5058462943442436,0.0,settlement,-1002.0,0
2026-03-27 18:50:00+00:00,chop_up_first,DOWN,150,0.5058493945726646,1.0,settlement,970.9192338820493,1
2026-03-27 19:00:00+00:00,trend_down,DOWN,150,0.5052105035990665,1.0,settlement,973.4141944602359,1
2026-03-27 19:15:00+00:00,chop_down_first,UP,150,0.5070438372583879,1.0,settlement,966.2716299171238,1
2026-03-27 19:20:00+00:00,chop_up_first,DOWN,150,0.5053815548608313,1.0,settlement,972.7455964727934,1
